road,id,name,lat,lon,model_type,condition,length,,,
N1,678,LRPE,20.8629167,92.298083,sourcesink,K,1,,,
N1,677,roadLRP456,20.8726593,92.29809571,link,A,2292.05,,,
N1,676,LRP456,20.8824019,92.29810841,bridge,A,18.7,,,
N1,675,roadLRP455,20.88628018,92.29691325,link,B,1106.95,,,
N1,674,LRP455,20.89015845,92.29571808,bridge,B,37.3,,,
N1,673,roadLRP454,20.89191941,92.29259314,link,A,808,,,
N1,672,LRP454,20.89368036,92.28946821,bridge,A,9,,,
N1,671,roadLRP453,20.89538961,92.28726449,link,A,601.9,,,
N1,670,LRP453,20.89709885,92.28506077,bridge,A,15.1,,,
N1,669,roadLRP452,20.90091466,92.28151024,link,A,1205.346154,,,
N1,668,LRP452,20.90473047,92.27795972,bridge,A,13.65384615,,,
N1,667,roadLRP451,20.90811058,92.27569147,link,A,913.3909091,,,
N1,666,LRP451,20.91149068,92.27342323,bridge,A,15.33636364,,,
N1,665,roadLRP450,20.91504168,92.27110657,link,A,949.3584416,,,
N1,664,LRP450,20.91859268,92.26878991,bridge,A,14.34285714,,,
N1,663,roadLRP449,20.92394759,92.26647425,link,A,1317.854762,,,
N1,662,LRP449,20.9293025,92.2641586,bridge,A,16.88333333,,,
N1,661,roadLRP448,20.93208408,92.26357639,link,A,614.4333333,,,
N1,660,LRP448,20.93486565,92.26299419,bridge,A,31.9,,,
N1,659,roadLRP447,20.93974815,92.2616615,link,A,1162.875,,,
N1,658,LRP447,20.94463066,92.26032881,bridge,A,20.125,,,
N1,657,roadLRP446,20.94794749,92.25888117,link,A,893.46,,,
N1,656,LRP446,20.95126433,92.25743352,bridge,A,17.84,,,
N1,655,roadLRP445,20.95561579,92.25557657,link,A,1058.98,,,
N1,654,LRP445,20.95996726,92.25371962,bridge,A,20.62,,,
N1,653,roadLRP444,20.9631107,92.25204995,link,A,804.5142857,,,
N1,652,LRP444,20.96625414,92.25038027,bridge,A,3.371428571,,,
N1,651,roadLRP443,20.97118202,92.25030891,link,A,1202.154286,,,
N1,650,LRP443,20.97610991,92.25023756,bridge,A,27.36,,,
N1,649,roadLRP442,20.97872081,92.25117552,link,C,625,,,
N1,648,LRP442,20.98133172,92.25211348,bridge,C,1.2,,,
N1,647,roadLRP441,20.98534499,92.25334236,link,C,927.1,,,
N1,646,LRP441,20.98935826,92.25457123,bridge,C,29.9,,,
N1,645,roadLRP440,20.99438208,92.25414633,link,C,1150.5,,,
N1,644,LRP440,20.9994059,92.25372143,bridge,C,12.5,,,
N1,643,roadLRP439,21.00393005,92.25208659,link,B,1079.666667,,,
N1,642,LRP439,21.0084542,92.25045176,bridge,B,31.33333333,,,
N1,641,roadLRP438,21.01307369,92.24712742,link,A,1267.833333,,,
N1,640,LRP438,21.01769318,92.24380307,bridge,A,2.5,,,
N1,639,roadLRP437,21.02225017,92.24274903,link,A,1079.516667,,,
N1,638,LRP437,21.02680717,92.241695,bridge,A,3.65,,,
N1,637,roadLRP436,21.03041901,92.24120068,link,B,790.4,,,
N1,636,LRP436,21.03403085,92.24070637,bridge,B,32.1,,,
N1,635,roadLRP435,21.03707392,92.23926341,link,A,751.4666667,,,
N1,634,LRP435,21.040117,92.23782045,bridge,A,2.866666667,,,
N1,633,roadLRP434,21.04438562,92.23606867,link,C,1023.716667,,,
N1,632,LRP434,21.04865423,92.23431689,bridge,C,16.45,,,
N1,631,roadLRP433,21.05191817,92.23085957,link,B,1261.1,,,
N1,630,LRP433,21.05518211,92.22740225,bridge,B,7.733333333,,,
N1,629,roadLRP432,21.05838892,92.22658429,link,A,769,,,
N1,628,LRP432,21.06159572,92.22576632,bridge,A,21,,,
N1,627,roadLRP431,21.06649539,92.22480233,link,A,1197.686667,,,
N1,626,LRP431,21.07139505,92.22383833,bridge,A,5.58,,,
N1,625,roadLRP430,21.07478091,92.22153077,link,A,972.375,,,
N1,624,LRP430,21.07816676,92.21922321,bridge,A,2.775,,,
N1,623,roadLRP429,21.08186612,92.21728527,link,A,956.1833333,,,
N1,622,LRP429,21.08556547,92.21534733,bridge,A,5.733333333,,,
N1,621,roadLRP428,21.08933089,92.21371517,link,A,925.2583333,,,
N1,620,LRP428,21.09309631,92.21208302,bridge,A,3.075,,,
N1,619,roadLRP427,21.09742836,92.21019282,link,A,1070.64,,,
N1,618,LRP427,21.1017604,92.20830261,bridge,A,14.76,,,
N1,617,roadLRP426,21.10544172,92.20632675,link,A,1097.76,,,
N1,616,LRP426,21.10912304,92.2043509,bridge,A,1.84,,,
N1,615,roadLRP425,21.11210596,92.20117557,link,A,890.2,,,
N1,614,LRP425,21.11508888,92.19800024,bridge,A,6.6,,,
N1,613,roadLRP424,21.11913594,92.19527093,link,A,1119.91875,,,
N1,612,LRP424,21.123183,92.19254163,bridge,A,23.90625,,,
N1,611,roadLRP423,21.12614947,92.19016087,link,A,854.1083333,,,
N1,610,LRP423,21.12911595,92.18778011,bridge,A,3.433333333,,,
N1,609,roadLRP422,21.13139974,92.18418812,link,A,969.0666667,,,
N1,608,LRP422,21.13368354,92.18059614,bridge,A,3.1,,,
N1,607,roadLRP421,21.1353273,92.17623067,link,A,1052.833333,,,
N1,606,LRP421,21.13697106,92.1718652,bridge,A,10.16666667,,,
N1,605,roadLRP420,21.13822009,92.16741482,link,A,995.0666667,,,
N1,604,LRP420,21.13946913,92.16296445,bridge,A,11.76666667,,,
N1,603,roadLRP419,21.14274816,92.1604013,link,A,937.8666667,,,
N1,602,LRP419,21.1460272,92.15783816,bridge,A,39.63333333,,,
N1,601,roadLRP418,21.1483877,92.15622672,link,C,665.0666667,,,
N1,600,LRP418,21.15074819,92.15461528,bridge,C,13.26666667,,,
N1,599,roadLRP417,21.1564935,92.15348514,link,A,1400.23,,,
N1,598,LRP417,21.16223882,92.152355,bridge,A,2.97,,,
N1,597,roadLRP416,21.16601012,92.15323213,link,A,934.9875,,,
N1,596,LRP416,21.16978142,92.15410926,bridge,A,12.8125,,,
N1,595,roadLRP415,21.17338639,92.15547631,link,B,860.2,,,
N1,594,LRP415,21.17699137,92.15684337,bridge,B,25.8,,,
N1,593,roadLRP414,21.1804829,92.15807301,link,A,855.8,,,
N1,592,LRP414,21.18397443,92.15930264,bridge,A,1.2,,,
N1,591,roadLRP413,21.18690347,92.16313824,link,A,1090.6,,,
N1,590,LRP413,21.18983252,92.16697384,bridge,A,12.4,,,
N1,589,roadLRP412,21.1939847,92.16874475,link,A,1096.475,,,
N1,588,LRP412,21.19813689,92.17051567,bridge,A,21.025,,,
N1,587,roadLRP411,21.20172987,92.17035152,link,A,830.2,,,
N1,586,LRP411,21.20532286,92.17018737,bridge,A,4.3,,,
N1,585,roadLRP410,21.2102245,92.16769737,link,A,1320.333333,,,
N1,584,LRP410,21.21512614,92.16520737,bridge,A,2,,,
N1,583,roadLRP409,21.21720575,92.16364785,link,B,649.9333333,,,
N1,582,LRP409,21.21928537,92.16208834,bridge,B,5.066666667,,,
N1,581,roadLRP408,21.22469119,92.16157249,link,A,1283.016667,,,
N1,580,LRP408,21.23009701,92.16105665,bridge,A,6.65,,,
N1,579,roadLRP404,21.23872119,92.14806465,link,B,3887.45,,,
N1,578,LRP404,21.24734537,92.13507265,bridge,B,11.55,,,
N1,577,roadLRP403,21.25024984,92.13115859,link,A,1153.666667,,,
N1,576,LRP403,21.25315431,92.12724453,bridge,A,7.333333333,,,
N1,575,roadLRP402,21.25586494,92.1239757,link,A,868.6666667,,,
N1,574,LRP402,21.25857556,92.12070686,bridge,A,8.666666667,,,
N1,573,roadLRP401,21.262467,92.11583831,link,C,1310.116667,,,
N1,572,LRP401,21.26635845,92.11096976,bridge,C,31.05,,,
N1,571,roadLRP400,21.26907308,92.10844251,link,A,815.725,,,
N1,570,LRP400,21.27178772,92.10591525,bridge,A,18.025,,,
N1,569,roadLRP398,21.27923771,92.10305296,link,A,1796.616667,,,
N1,568,LRP398,21.28668769,92.10019067,bridge,A,11.8,,,
N1,567,roadLRP396,21.29415932,92.09867683,link,C,1713.033333,,,
N1,566,LRP396,21.30163094,92.097163,bridge,C,31.8,,,
N1,565,roadLRP395,21.30492889,92.09721392,link,B,789.1,,,
N1,564,LRP395,21.30822684,92.09726483,bridge,B,2.4,,,
N1,563,roadLRP394,21.31376368,92.09402236,link,B,1539.4,,,
N1,562,LRP394,21.31930053,92.09077989,bridge,B,20.6,,,
N1,561,roadLRP393,21.32232642,92.08731841,link,C,996.7,,,
N1,560,LRP393,21.32535231,92.08385693,bridge,C,25.3,,,
N1,559,roadLRP392,21.3295957,92.0814499,link,C,1205.9,,,
N1,558,LRP392,21.33383908,92.07904286,bridge,C,24.1,,,
N1,557,roadLRP391,21.33658102,92.07897583,link,A,627.3,,,
N1,556,LRP391,21.33932296,92.07890879,bridge,A,8.2,,,
N1,555,roadLRP390,21.34389192,92.07876088,link,A,1041.4,,,
N1,554,LRP390,21.34846087,92.07861298,bridge,A,18.1,,,
N1,553,roadLRP389,21.35363033,92.07910366,link,A,1211.25,,,
N1,552,LRP389,21.35879979,92.07959435,bridge,A,2.5,,,
N1,551,roadLRP388,21.36205709,92.08017293,link,A,789.33,,,
N1,550,LRP388,21.36531438,92.08075152,bridge,A,2.52,,,
N1,549,roadLRP387,21.36895417,92.07888832,link,A,1009.1,,,
N1,548,LRP387,21.37259396,92.07702513,bridge,A,1.3,,,
N1,547,roadLRP386,21.37528823,92.07410928,link,A,1014.3,,,
N1,546,LRP386,21.3779825,92.07119342,bridge,A,1.842857143,,,
N1,545,roadLRP385,21.38174396,92.07072355,link,A,941.8,,,
N1,544,LRP385,21.38550543,92.07025368,bridge,A,2.342857143,,,
N1,543,roadLRP384,21.3892202,92.06914287,link,A,868.0642857,,,
N1,542,LRP384,21.39293497,92.06803206,bridge,A,15.15,,,
N1,541,roadLRP383,21.39710912,92.06641463,link,A,1059.375,,,
N1,540,LRP383,21.40128327,92.0647972,bridge,A,3.625,,,
N1,539,roadLRP382,21.40450131,92.06057911,link,A,1195.9,,,
N1,538,LRP382,21.40771935,92.05636103,bridge,A,5.266666667,,,
N1,537,roadLRP381,21.40893813,92.05311174,link,A,816.2333333,,,
N1,536,LRP381,21.41015691,92.04986245,bridge,A,4.1,,,
N1,535,roadLRP380,21.41137174,92.04535431,link,A,994.8333333,,,
N1,534,LRP380,21.41258657,92.04084616,bridge,A,9.166666667,,,
N1,533,roadLRP379,21.41505025,92.03748053,link,B,985.7666667,,,
N1,532,LRP379,21.41751393,92.0341149,bridge,B,5.9,,,
N1,531,roadLRP378,21.42019077,92.03057755,link,C,977.4333333,,,
N1,530,LRP378,21.42286761,92.02704021,bridge,C,7.9,,,
N1,529,roadLRP377,21.42601231,92.02808261,link,A,1270.48,,,
N1,518,LRP372,21.42691852,92.07383529,bridge,A,10.9,,,
N1,517,roadLRP371,21.42692953,92.07803479,link,A,886.2,,,
N1,516,LRP371,21.42694055,92.08223428,bridge,A,7.8,,,
N1,519,roadLRP372,21.4270805,92.06804486,link,A,1310.1,,,
N1,520,LRP373,21.42724247,92.06225443,bridge,A,4.4,,,
N1,521,roadLRP373,21.42760851,92.05895265,link,A,699.6,,,
N1,515,roadLRP370,21.42765154,92.08760274,link,A,1132.3,,,
N1,522,LRP374,21.42797454,92.05565086,bridge,A,14.13333333,,,
N1,523,roadLRP374,21.42806964,92.05143829,link,A,884.5333333,,,
N1,524,LRP375,21.42816474,92.04722572,bridge,A,12.3,,,
N1,514,LRP370,21.42836254,92.09297121,bridge,A,11.7,,,
N1,525,roadLRP375,21.42897657,92.04341014,link,A,829.0333333,,,
N1,528,LRP377,21.42915701,92.02912502,bridge,A,61.52,,,
N1,527,roadLRP376,21.42947271,92.03435979,link,A,1174.8,,,
N1,526,LRP376,21.4297884,92.03959457,bridge,A,9.2,,,
N1,513,roadLRP369,21.43121763,92.09510998,link,A,895.4333333,,,
N1,512,LRP369,21.43407273,92.09724876,bridge,A,4.233333333,,,
N1,511,roadLRP368,21.43821378,92.09907181,link,A,983.1,,,
N1,510,LRP368,21.44235484,92.10089486,bridge,A,39.56666667,,,
N1,509,roadLRP367,21.44645589,92.1001815,link,A,970.4666667,,,
N1,508,LRP367,21.45055694,92.09946814,bridge,A,9.2,,,
N1,507,roadLRP365,21.45804923,92.10106242,link,B,2082,,,
N1,506,LRP365,21.46554153,92.10265669,bridge,B,14,,,
N1,505,roadLRP364,21.46872353,92.10100033,link,A,795.23,,,
N1,504,LRP364,21.47190553,92.09934398,bridge,A,37.97,,,
N1,503,roadLRP363,21.4750593,92.09702958,link,A,882.6,,,
N1,502,LRP363,21.47821307,92.09471518,bridge,A,7.2,,,
N1,501,roadLRP360,21.48676229,92.08636091,link,A,2845.95,,,
N1,500,LRP360,21.4953115,92.07800664,bridge,A,14.05,,,
N1,499,roadLRP359,21.50056547,92.07594029,link,A,1320.05,,,
N1,498,LRP359,21.50581944,92.07387395,bridge,A,9.95,,,
N1,497,roadLRP358,21.50895514,92.07198736,link,A,827.75,,,
N1,496,LRP358,21.51209084,92.07010077,bridge,A,2.75,,,
N1,495,roadLRP357,21.51723826,92.06801522,link,A,1241.65,,,
N1,494,LRP357,21.52238568,92.06592967,bridge,A,10.6,,,
N1,493,roadLRP354,21.53681589,92.06667626,link,A,3014.9425,,,
N1,492,LRP354,21.55124611,92.06742285,bridge,A,45.3075,,,
N1,491,roadLRP353,21.55557143,92.06823535,link,A,1067.1,,,
N1,490,LRP353,21.55989676,92.06904785,bridge,A,5.9,,,
N1,489,roadLRP352,21.56110846,92.06943089,link,A,303.5,,,
N1,488,LRP352,21.56232017,92.06981393,bridge,A,9.5,,,
N1,487,roadLRP351,21.56836384,92.0702793,link,A,1509.6,,,
N1,486,LRP351,21.57440752,92.07074467,bridge,A,12.4,,,
N1,485,roadLRP350,21.57874082,92.06823026,link,A,1042.5,,,
N1,484,LRP350,21.58307413,92.06571585,bridge,A,2.5,,,
N1,483,roadLRP349,21.58579551,92.06484196,link,A,789.55,,,
N1,482,LRP349,21.58851689,92.06396807,bridge,A,2.95,,,
N1,481,roadLRP348,21.59292525,92.06278673,link,A,1043.85,,,
N1,480,LRP348,21.59733361,92.06160539,bridge,A,11.65,,,
N1,479,roadLRP347,21.60159038,92.06190942,link,A,1007.9,,,
N1,478,LRP347,21.60584714,92.06221344,bridge,A,6.1,,,
N1,477,roadLRP346,21.6121119,92.06569239,link,A,1028.075,,,
N1,476,LRP346,21.61837666,92.06917134,bridge,A,44.925,,,
N1,475,roadLRP345,21.62045592,92.07143741,link,B,665.55,,,
N1,474,LRP345,21.62253519,92.07370348,bridge,B,1.45,,,
N1,473,roadLRP342,21.63623374,92.07359392,link,A,3351.823333,,,
N1,472,LRP342,21.6499323,92.07348435,bridge,A,41.84333333,,,
N1,471,roadLRP341,21.6549933,92.07429346,link,A,1113.118333,,,
N1,470,LRP341,21.6600543,92.07510257,bridge,A,54.215,,,
N1,469,roadLRP340,21.66149737,92.07508711,link,A,318.5,,,
N1,468,LRP340,21.66294044,92.07507165,bridge,A,3.5,,,
N1,467,roadLRP339,21.66891414,92.07587152,link,A,1237.276667,,,
N1,466,LRP339,21.67488785,92.0766714,bridge,A,44.05666667,,,
N1,465,roadLRP336,21.68885894,92.07765851,link,A,3270.366667,,,
N1,464,LRP336,21.70283004,92.07864563,bridge,A,9.3,,,
N1,463,roadLRP335,21.70604071,92.07966034,link,A,776.2,,,
N1,462,LRP335,21.70925138,92.08067506,bridge,A,12.8,,,
N1,461,roadLRP333,21.71666266,92.0821096,link,A,1827.4,,,
N1,460,LRP333,21.72407393,92.08354415,bridge,A,12.6,,,
N1,459,roadLRP332,21.72868015,92.08359304,link,A,1017.9,,,
N1,458,LRP332,21.73328636,92.08364194,bridge,A,24.1,,,
N1,457,roadLRP331,21.73671649,92.08313316,link,B,775.7,,,
N1,456,LRP331,21.74014662,92.08262437,bridge,B,9.3,,,
N1,455,roadLRP328,21.75587048,92.08236716,link,C,3635.925,,,
N1,454,LRP328,21.77159434,92.08210995,bridge,C,297.075,,,
N1,453,roadLRP327,21.77256413,92.08301221,link,A,312.3,,,
N1,452,LRP327,21.77353392,92.08391447,bridge,A,15.7,,,
N1,451,roadLRP326,21.77886463,92.0815785,link,B,1417.8,,,
N1,450,LRP326,21.78419533,92.07924254,bridge,B,14.2,,,
N1,449,roadLRP325,21.78581054,92.0790721,link,A,345.7,,,
N1,448,LRP325,21.78742575,92.07890166,bridge,A,20.8,,,
N1,447,roadLRP323,21.79542477,92.07806694,link,A,1806.5,,,
N1,446,LRP323,21.8034238,92.07723221,bridge,A,14,,,
N1,445,roadLRP322,21.81079653,92.07558822,link,A,1808,,,
N1,444,LRP322,21.81816926,92.07394424,bridge,A,14,,,
N1,443,roadLRP321,21.82167651,92.07322424,link,A,787.825,,,
N1,442,LRP321,21.82518376,92.07250424,bridge,A,27.675,,,
N1,441,roadLRP320,21.82964354,92.07038891,link,A,1039.7,,,
N1,440,LRP320,21.83410332,92.06827359,bridge,A,15.8,,,
N1,439,roadLRP319,21.83789257,92.06626955,link,A,953.75,,,
N1,438,LRP319,21.84168182,92.06426551,bridge,A,3.75,,,
N1,437,roadLRP318,21.84678799,92.06260944,link,A,1232.8,,,
N1,436,LRP318,21.85189416,92.06095338,bridge,A,8.2,,,
N1,435,roadLRP317,21.85593337,92.06057204,link,A,851.2,,,
N1,434,LRP317,21.85997258,92.06019071,bridge,A,56.3,,,
N1,433,roadLRP316,21.86140386,92.05983779,link,A,321,,,
N1,432,LRP316,21.86283514,92.05948487,bridge,A,3,,,
N1,431,roadLRP315,21.86897744,92.05929736,link,A,1390,,,
N1,430,LRP315,21.87511974,92.05910984,bridge,A,3,,,
N1,429,roadLRP314,21.87817063,92.05905569,link,A,676.7,,,
N1,428,LRP314,21.88122152,92.05900154,bridge,A,9.3,,,
N1,427,roadLRP313,21.88612259,92.05935131,link,A,1095.36,,,
N1,426,LRP313,21.89102365,92.05970108,bridge,A,13.64,,,
N1,425,roadLRP311,21.90143573,92.06012887,link,A,2238.9,,,
N1,424,LRP311,21.91184782,92.06055667,bridge,A,6.6,,,
N1,423,roadLRP310,21.91459169,92.06020989,link,A,707.5,,,
N1,422,LRP310,21.91733556,92.05986312,bridge,A,2.5,,,
N1,421,roadLRP309,21.92434026,92.06005281,link,A,1559.4,,,
N1,420,LRP309,21.93134496,92.0602425,bridge,A,4.6,,,
N1,419,roadLRP308,21.93316609,92.06117347,link,A,462.6,,,
N1,418,LRP308,21.93498723,92.06210444,bridge,A,6.9,,,
N1,417,roadLRP307,21.9401933,92.06451655,link,A,1287.6,,,
N1,416,LRP307,21.94539937,92.06692866,bridge,A,1.4,,,
N1,415,roadLRP306,21.94973156,92.06713448,link,A,941.4333333,,,
N1,414,LRP306,21.95406375,92.0673403,bridge,A,15.9,,,
N1,413,roadLRP305,21.95764318,92.06565563,link,A,967.3333333,,,
N1,412,LRP305,21.96122261,92.06397096,bridge,A,17.66666667,,,
N1,411,roadLRP304,21.96509036,92.06406054,link,A,798.1666667,,,
N1,410,LRP304,21.96895812,92.06415011,bridge,A,1.5,,,
N1,409,roadLRP303,21.97141326,92.0662353,link,A,749.5,,,
N1,408,LRP303,21.9738684,92.06832048,bridge,A,2.5,,,
N1,407,roadLRP302,21.97738033,92.07369368,link,A,1465.475,,,
N1,406,LRP302,21.98089226,92.07906688,bridge,A,16.775,,,
N1,405,roadLRP301,21.98450646,92.08181255,link,A,1005.616667,,,
N1,404,LRP301,21.98812066,92.08455823,bridge,A,20.13333333,,,
N1,403,roadLRP300,21.99106581,92.08573179,link,A,685.575,,,
N1,402,LRP300,21.99401096,92.08690535,bridge,A,33.175,,,
N1,401,roadLRP299,21.99815604,92.08817468,link,A,1009.85,,,
N1,400,LRP299,22.00230113,92.08944401,bridge,A,9.4,,,
N1,399,roadLRP298,22.00506059,92.09111029,link,A,743,,,
N1,398,LRP298,22.00782005,92.09277658,bridge,A,3,,,
N1,397,roadLRP296,22.01553567,92.09741942,link,A,2150,,,
N1,396,LRP296,22.02325129,92.10206226,bridge,A,6,,,
N1,395,roadLRP295,22.02650358,92.10286168,link,A,725.9666667,,,
N1,394,LRP295,22.02975587,92.10366111,bridge,A,46.7,,,
N1,393,roadLRP294,22.03475726,92.10433742,link,A,1175.786667,,,
N1,392,LRP294,22.03975865,92.10501372,bridge,A,6.213333333,,,
N1,391,roadLRP293,22.04495457,92.10682067,link,A,1276.533333,,,
N1,390,LRP293,22.05015048,92.10862762,bridge,A,9.3,,,
N1,389,roadLRP292,22.05442306,92.10851852,link,A,955.15,,,
N1,388,LRP292,22.05869563,92.10840941,bridge,A,5.35,,,
N1,387,roadLRP291,22.06280217,92.10703631,link,A,966.42,,,
N1,386,LRP291,22.06690871,92.10566321,bridge,A,27.98,,,
N1,385,roadLRP289,22.07371466,92.10207437,link,A,1739,,,
N1,384,LRP289,22.08052061,92.09848553,bridge,A,12.6,,,
N1,383,roadLRP288,22.08229372,92.09584123,link,A,706,,,
N1,382,LRP288,22.08406683,92.09319694,bridge,A,2,,,
N1,381,roadLRP287,22.08882217,92.08685087,link,A,1695.8,,,
N1,380,LRP287,22.0935775,92.0805048,bridge,A,11.2,,,
N1,379,roadLRP286,22.09592804,92.07765261,link,A,822.8,,,
N1,378,LRP286,22.09827857,92.07480042,bridge,A,7.2,,,
N1,377,roadLRP284,22.10581553,92.07374366,link,A,1555,,,
N1,376,LRP284,22.11335249,92.0726869,bridge,A,5,,,
N1,375,roadLRP283,22.11905533,92.0720527,link,A,1332.825,,,
N1,374,LRP283,22.12475818,92.0714185,bridge,A,22.925,,,
N1,373,roadLRP282,22.12854223,92.0708707,link,A,845.2375,,,
N1,372,LRP282,22.13232628,92.0703229,bridge,A,24.0125,,,
N1,371,roadLRP280,22.1410893,92.06997799,link,A,1960.8,,,
N1,370,LRP280,22.14985231,92.06963307,bridge,A,9.2,,,
N1,369,roadLRP279,22.1542398,92.06891969,link,B,928.85,,,
N1,368,LRP279,22.15862728,92.06820631,bridge,B,211.15,,,
N1,367,roadLRP276,22.16627259,92.06074943,link,B,2682.7,,,
N1,366,LRP276,22.1739179,92.05329254,bridge,B,12.3,,,
N1,365,roadLRP272,22.19015713,92.04514563,link,B,4206.533333,,,
N1,364,LRP272,22.20639636,92.03699872,bridge,B,36.8,,,
N1,363,roadLRP271,22.21099185,92.03301088,link,A,1386.466667,,,
N1,362,LRP271,22.21558735,92.02902304,bridge,A,9.2,,,
N1,361,roadLRP270,22.21892967,92.02820082,link,A,768,,,
N1,360,LRP270,22.22227199,92.0273786,bridge,A,14,,,
N1,359,roadLRP269,22.22597874,92.02642203,link,B,713.4333333,,,
N1,358,LRP269,22.2296855,92.02546545,bridge,B,11.56666667,,,
N1,357,roadLRP268,22.23409793,92.02399687,link,A,1016,,,
N1,356,LRP268,22.23851036,92.02252829,bridge,A,14,,,
N1,355,roadLRP267,22.24361169,92.0191812,link,A,1471.6,,,
N1,354,LRP267,22.24871301,92.0158341,bridge,A,9.4,,,
N1,353,roadLRP265,22.25137087,92.01348555,link,A,778.9,,,
N1,352,LRP265,22.25402872,92.011137,bridge,A,7.6,,,
N1,351,roadLRP264,22.25724342,92.00935488,link,B,806.5666667,,,
N1,350,LRP264,22.26045811,92.00757276,bridge,B,13.26666667,,,
N1,349,roadLRP263,22.26577384,92.00658501,link,A,1214.666667,,,
N1,348,LRP263,22.27108957,92.00559725,bridge,A,3,,,
N1,347,roadLRP262,22.27611602,92.00257721,link,B,1380,,,
N1,346,LRP262,22.28114247,91.99955717,bridge,B,14,,,
N1,345,roadLRP261,22.28353724,91.99593318,link,B,880.25,,,
N1,344,LRP261,22.28593202,91.9923092,bridge,B,60.75,,,
N1,343,roadLRP260,22.28853861,91.98783801,link,A,1101.6,,,
N1,342,LRP260,22.2911452,91.98336683,bridge,A,12.4,,,
N1,320,LRP245,22.29243939,91.8693636,bridge,A,2.25,,,
N1,321,roadLRP245,22.29298801,91.87211632,link,A,691.75,,,
N1,322,LRP246,22.29353664,91.87486904,bridge,A,3,,,
N1,323,roadLRP246,22.29490326,91.87781092,link,A,474,,,
N1,341,roadLRP257,22.2958734,91.9746063,link,B,2202.45,,,
N1,324,LRP247,22.29626987,91.8807528,bridge,A,116.315,,,
N1,319,roadLRP244,22.29629364,91.86721943,link,A,1009.1,,,
N1,325,roadLRP247,22.2975534,91.88405204,link,A,851.685,,,
N1,326,LRP248,22.29883692,91.88735128,bridge,B,3,,,
N1,318,LRP244,22.3001479,91.86507525,bridge,A,3.9,,,
N1,327,roadLRP248,22.30046975,91.89330478,link,B,1268,,,
N1,340,LRP257,22.3006016,91.96584577,bridge,B,50.55,,,
N1,328,LRP249,22.30210258,91.89925828,bridge,B,3.1,,,
N1,329,roadLRP249,22.30281956,91.9018405,link,B,552.9,,,
N1,317,roadLRP243,22.30330283,91.86276214,link,C,839.8,,,
N1,330,LRP250,22.30353655,91.90442272,bridge,A,3,,,
N1,339,roadLRP255,22.30452051,91.95711724,link,A,2318,,,
N1,331,roadLRP250,22.30592777,91.90931901,link,A,1169,,,
N1,316,LRP243,22.30645776,91.86044903,bridge,C,15.2,,,
N1,332,LRP251,22.30831899,91.9142153,bridge,A,6.9,,,
N1,338,LRP255,22.30843941,91.9483887,bridge,A,3,,,
N1,315,roadLRP242,22.30969213,91.85831547,link,A,847.85,,,
N1,337,roadLRP253,22.31109799,91.94118596,link,A,1849.7,,,
N1,333,roadLRP251,22.31153487,91.91827516,link,A,1122.1,,,
N1,314,LRP242,22.31292651,91.85618192,bridge,A,14.15,,,
N1,336,LRP253,22.31375656,91.93398323,bridge,A,5.3,,,
N1,335,roadLRP252,22.31425365,91.92815913,link,A,1303,,,
N1,334,LRP252,22.31475075,91.92233503,bridge,A,3,,,
N1,313,roadLRP241,22.31978582,91.85447065,link,A,682.75,,,
N1,312,LRP241,22.32664514,91.85275939,bridge,A,934.25,,,
N1,311,roadLRP240,22.33099323,91.85319259,link,A,1060.1025,,,
N1,310,LRP240,22.33534133,91.8536258,bridge,A,44.3975,,,
N1,309,roadLRP239,22.33744034,91.85350648,link,B,509.465,,,
N1,308,LRP239,22.33953935,91.85338716,bridge,B,39.035,,,
N1,307,roadLRP238,22.34590341,91.8530046,link,A,1453.75,,,
N1,306,LRP238,22.35226747,91.85262205,bridge,A,15.25,,,
N1,305,roadLRP236,22.35608661,91.85244577,link,C,877.35,,,
N1,304,LRP236,22.35990574,91.85226949,bridge,C,4.65,,,
N1,303,roadLRP234,22.36479494,91.81309768,link,A,10047,,,
N1,302,LRP234,22.36968413,91.77392587,bridge,A,3,,,
N1,301,roadLRP233,22.37469266,91.77048676,link,A,1036.7,,,
N1,300,LRP233,22.37970118,91.76704765,bridge,A,8.3,,,
N1,299,roadLRP232,22.38247353,91.76477666,link,A,788,,,
N1,298,LRP232,22.38524588,91.76250566,bridge,A,3,,,
N1,297,roadLRP231,22.3898873,91.76058867,link,A,1119.5,,,
N106,932,LRPS,22.3935552,91.8215827,sourcesink,K,1,,,
N1,296,LRP231,22.39452871,91.75867169,bridge,A,10.5,,,
N106,933,roadLRPS,22.39551512,91.82080976,link,K,476,,,
N106,934,LRPSa,22.39747505,91.82003682,bridge,C,2.1,,,
N106,935,roadLRPSa,22.39823735,91.81992483,link,C,162.9,,,
N1,295,roadLRP230,22.39877163,91.7576229,link,A,966,,,
N106,936,LRPSb,22.39899965,91.81981284,bridge,A,3,,,
N106,937,roadLRPSb,22.39971964,91.81959173,link,A,173,,,
N106,938,LRPSc,22.40043963,91.81937062,bridge,C,2.1,,,
N1,294,LRP230,22.40301454,91.75657412,bridge,A,5,,,
N106,939,roadLRPSc,22.40319311,91.81902686,link,C,615.9,,,
N106,940,LRP001,22.4059466,91.81868309,bridge,A,3,,,
N106,941,roadLRP001,22.41010734,91.81881249,link,A,956,,,
